Sehir,Marka,Seri,Model,Yil,Yakit,Km,Hp,Cc,Fiyat,Sehirici,Sehirdisi,Ortalama,Bagaj
Konya,Hyundai ,1.6 CRDi Style Plus ,Elantra ,2017,Dizel,45000,136,1582,209000,4.7,3.8,4.1,458.0
Rize,Toyota ,1.6 Vision ,Corolla ,2019,Benzin,29000,132,1598,209000,7.3,4.5,5.5,471.0
Izmir,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,343,95,999,209000,5.7,4.0,4.6,351.0
Istanbul,Nissan ,1.0 Platinum ,Micra ,2020,Benzin,11600,100,999,203000,5.6,4.2,4.6,300.0
Kocaeli,Volkswagen ,1.0 TSI Highline  ,Polo ,2018,Benzin,31000,88.0,1300,209000,nan,,,
Istanbul,Opel ,1.2 Elegance ,Corsa ,2020,Benzin,3700,100,1199,209000,5.1,3.9,4.3,309.0
Bursa,Renault ,1.3 TCe Icon  ,Clio ,2020,Benzin,11800,130,1332,209000,6.7,4.3,5.2,391.0
Istanbul,Opel ,1.6 CDTI Dynamic ,Astra ,2017,Dizel,22000,136,1598,209000,6.4,4.3,5.1,420.0
Istanbul,Volkswagen ,1.0 TSI Comfortline ,Golf ,2017,Benzin,50000,110,999,209000,5.9,4.5,5.0,380.0
Ankara,Hyundai ,1.4 MPI Style Plus ,i20 ,2020,Benzin,24,100,1368,209000,7.8,5.1,6.1,352.0
Ankara,Renault ,1.0 TCe Icon ,Clio ,2020,Benzin,40,100,999,209000,6.3,4.1,5.0,391.0
Ankara,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,8700,132,1598,209000,7.3,4.5,5.5,471.0
Istanbul,Toyota ,1.6 Advance ,Corolla ,2017,Benzin & LPG,34500,132,1598,209000,7.8,5.2,6.1,452.0
Zonguldak,Toyota ,1.6 Vision ,Corolla ,2019,Benzin & LPG,33250,132,1598,209000,7.3,4.5,5.5,471.0
Izmir,Volkswagen ,1.0 TSI Highline  ,Polo ,2017,Benzin,22000,95,999,209000,5.7,4.0,4.6,351.0
Konya,Toyota ,1.6 Vision ,Corolla ,2020,Benzin & LPG,19359,132,1598,209000,7.3,4.5,5.5,471.0
Sanliurfa,Volkswagen ,1.0 TSI Highline  ,Polo ,2018,Benzin,22000,95,999,209000,5.7,4.0,4.6,351.0
Yozgat,Renault ,1.3 TCe Touch ,Clio ,2020,Benzin,10,130,1332,209000,6.7,4.3,5.2,391.0
Gaziantep,Renault ,1.0 TCe Icon ,Clio ,2020,Benzin,0,88.0,1300,209000,nan,,,
Ankara,Toyota ,1.6 Advance Skypack ,Auris ,2016,Benzin,25000,132,1598,209000,7.8,5.2,6.1,360.0
Ankara,Fiat ,1.6 Multijet Easy  ,Egea ,2020,Dizel,9600,120,1598,209000,4.5,3.5,3.9,520.0
Kocaeli,Hyundai ,1.0 T-GDI Style ,i20 ,2020,Benzin,0,100,998,209000,6.3,4.6,5.2,352.0
Istanbul,Opel ,1.2 Edition ,Corsa ,2020,Benzin,110,100,1199,209000,nan,,,
Ankara,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,0,100,999,209000,6.3,4.1,5.0,391.0
Istanbul,Seat ,1.2 TSI Style ,Leon ,2016,Benzin,44000,110,1197,209000,5.9,4.3,4.9,380.0
Istanbul,Ford ,1.6 Ti-VCT Style ,Focus ,2015,Benzin,31500,125,1596,209000,8.7,4.9,6.3,316.0
Bursa,Opel ,1.2 Edition ,Corsa ,2020,Benzin,5700,100,1199,209000,nan,,,
Istanbul,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,0,95,999,209000,5.7,4.0,4.6,351.0
Istanbul,Hyundai ,1.0 T-GDI Style Design ,i20 ,2020,Benzin,0,100,998,209000,6.3,4.6,5.2,352.0
Mersin,Opel ,1.6 CDTI Sport ,Astra ,2016,Dizel,42309,136,1598,209000,6.4,4.3,5.1,420.0
Isparta,Renault ,1.3 TCe Icon  ,Clio ,2020,Benzin,500,130,1332,209000,6.7,4.3,5.2,391.0
Istanbul,Hyundai ,1.0 T-GDI Style ,i20 ,2020,Benzin,0,100,998,209000,6.3,4.6,5.2,352.0
Istanbul,Fiat ,1.6 Multijet Easy  ,Egea ,2020,Dizel,0,120,1598,209000,4.5,3.5,3.9,520.0
Ankara,Renault ,1.0 TCe Icon ,Clio ,2020,Benzin,8000,100,999,209000,6.3,4.1,5.0,391.0
Mugla,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,9100,95,999,209000,5.7,4.0,4.6,351.0
Gaziantep,Fiat ,1.6 Multijet Mirror ,Egea ,2019,Dizel,24920,120,1598,209000,4.5,3.5,3.9,550.0
Istanbul,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,18000,132,1598,209250,7.3,4.5,5.5,471.0
Elazig,Opel ,1.2 Elegance ,Corsa ,2020,Benzin,11700,100,1199,209500,0.5,3.9,4.3,309.0
Istanbul,Toyota ,1.4 D-4D Touch ,Corolla ,2018,Dizel,32100,90,1364,209500,4.9,3.7,4.1,452.0
Ankara,Renault ,1.5 dCi Touch ,Megane ,2017,Dizel,49500,110,1461,209500,4.2,3.6,3.8,503.0
Izmir,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,0,110,1199,209500,6.1,4.2,4.9,300.0
Istanbul,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,0,110,1199,209500,6.1,4.2,4.9,300.0
Istanbul,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,0,100,999,209500,6.3,4.1,5.0,391.0
Diyarbakir,Hyundai ,1.4 MPI Elite ,i20 ,2020,Benzin,0,100,1368,209500,7.8,5.1,6.1,352.0
Antalya,Seat ,1.2 TSI Style ,Leon ,2016,Benzin,30000,110,1197,209500,5.9,4.3,4.9,380.0
Ankara,Toyota ,1.6 Premium ,Corolla ,2017,Benzin,41000,132,1598,209500,7.8,5.2,6.1,452.0
Istanbul,Hyundai ,1.0 T-GDI Style Design ,i20 ,2020,Benzin,0,100,998,209500,6.3,4.6,5.2,352.0
Kahramanmaras,Hyundai ,1.4 MPI Elite ,i20 ,2020,Benzin,0,113.0,1300,209500,nan,,,
Istanbul,Toyota ,1.4 D-4D Touch ,Corolla ,2017,Dizel,24653,90,1364,209500,4.9,3.7,4.1,452.0
Bursa,Ford ,1.0 Titanium ,Fiesta ,2019,Benzin,5015,100,998,205000,6.9,4.2,5.2,303.0
Istanbul,Opel ,1.2 Edition ,Corsa ,2020,Benzin,1,100,1199,209500,nan,,,
Istanbul,Volkswagen ,1.4 TSI Comfortline ,Golf ,2014,Benzin,48500,140,1395,209500,5.8,4.1,4.7,380.0
Istanbul,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,0,110,1199,209500,5.7,4.3,4.8,300.0
Hatay,Renault ,1.5 dCi Touch ,Megane ,2016,Dizel,40164,110,1461,209500,0.4,3.5,3.7,434.0
Izmir,Opel ,1.4 T Edition Plus ,Astra ,2020,Benzin,0,140,1364,209500,8.5,5.6,6.7,460.0
Diyarbakir,Opel ,1.2 Elegance ,Corsa ,2020,Benzin,14196,100,1199,209500,5.1,3.9,4.3,309.0
Izmir,Renault ,1.5 dCi Icon ,Fluence ,2016,Dizel,45120,110,1461,209500,5.2,4.0,4.4,530.0
Istanbul,Toyota ,1.4 D-4D Touch ,Corolla ,2018,Dizel,41000,90,1364,209500,4.9,3.7,4.1,452.0
Istanbul,Kia ,1.4L MPI Prestige ,Rio ,2020,Benzin,0,100,1368,209500,7.3,5.2,5.9,300.0
Istanbul,Hyundai ,1.4 MPI Elite ,i20 ,2020,Benzin,0,100,1368,209500,7.8,5.1,6.1,352.0
Manisa,Opel ,1.4 T Edition Plus ,Astra ,2020,Benzin,0,140,1364,209500,8.5,5.6,6.7,460.0
Ankara,Toyota ,1.6 Advance ,Corolla ,2018,Benzin,33865,138.0,1450.5,207500,nan,,,
Diyarbakir,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,18500,132,1598,209500,7.3,4.5,5.5,471.0
Izmir,Renault ,1.3 TCe Touch ,Clio ,2020,Benzin,11,130,1332,209500,6.7,4.3,5.2,391.0
Kocaeli,Opel ,1.4 T Edition Plus ,Astra ,2020,Benzin,220,140,1364,209500,8.5,5.6,6.7,460.0
Ankara,Hyundai ,1.4 MPI Style Plus ,i20 ,2020,Benzin,0,100,1368,209500,7.8,5.1,6.1,352.0
Ankara,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,7000,110,1199,209500,6.1,4.2,4.9,300.0
Izmir,Opel ,1.4 T Edition Plus ,Astra ,2020,Benzin,10,140,1364,209500,8.5,5.6,6.7,460.0
Istanbul,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,0,95,999,209500,5.7,4.0,4.6,351.0
Istanbul,Volkswagen ,1.4 TDI Comfortline ,Polo ,2017,Dizel,47970,90,1422,209500,3.9,3.3,3.5,280.0
Diyarbakir,Opel ,1.2 Elegance ,Corsa ,2020,Benzin,15000,100,1199,209500,5.1,3.9,4.3,309.0
Samsun,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,4773,113.0,1450.5,209750,nan,,,
Istanbul,Kia ,1.6 CRDi Concept Techno ,Cerato ,2017,Dizel,36000,136,1582,209750,5.5,4.0,4.6,482.0
Antalya,Renault ,1.3 TCe Touch ,Clio ,2020,Benzin,0,130,1332,209750,6.7,4.3,5.2,391.0
Istanbul,Volkswagen ,1.2 TSI Comfortline ,Golf ,2015,Benzin,45000,110,1197,209750,5.9,4.3,4.9,380.0
Istanbul,Hyundai ,1.4 MPI Style Plus ,i20 ,2020,Benzin,0,100,1368,209750,7.8,5.1,6.1,352.0
Giresun,Hyundai ,1.4 MPI Style Plus ,i20 ,2020,Benzin,0,100,1368,209750,7.8,5.1,6.1,352.0
Adana,Opel ,1.4 T Edition Plus ,Astra ,2020,Benzin & LPG,9680,140,1364,209750,8.5,5.6,6.7,460.0
Isparta,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,0,110,1199,209750,5.7,4.3,4.8,300.0
Kocaeli,Renault ,1.0 TCe Icon ,Clio ,2020,Benzin,1,100,999,209750,6.3,4.1,5.0,391.0
Erzurum,Opel ,1.4 T Sport Stil ,Astra ,2017,Benzin,30000,138.0,1450.5,209750,nan,,,
Kastamonu,Renault ,1.5 dCi Touch ,Megane ,2017,Dizel,38500,110,1461,209750,4.2,3.6,3.8,503.0
Sakarya,Toyota ,1.6 Vision ,Corolla ,2020,Benzin & LPG,7000,132,1598,209750,7.3,4.5,5.5,471.0
Bursa,Toyota ,1.6 Dream ,Corolla ,2020,Benzin,12500,132,1598,209750,7.3,4.5,5.5,471.0
Kahramanmaras,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,1507,95,999,209750,5.7,4.0,4.6,351.0
Izmir,Fiat ,1.6 Multijet Easy  ,Egea ,2020,Dizel,0,120,1598,209750,4.5,3.5,3.9,520.0
Istanbul,Renault ,1.5 dCi Icon ,Clio ,2019,Dizel,37000,90,1461,209750,4.3,3.3,3.7,300.0
Aydin,Renault ,1.3 TCe Touch ,Clio ,2020,Benzin,120,130,1332,209750,6.7,4.3,5.2,391.0
Istanbul,Renault ,1.5 dCi Touch ,Megane ,2017,Dizel,43500,110,1461,209750,4.2,3.6,3.8,503.0
Istanbul,Opel ,1.2 Edition ,Corsa ,2020,Benzin,0,100,1199,209750,nan,,,
Ankara,Hyundai ,1.6 CRDi Style Plus ,Elantra ,2018,Dizel,48000,136,1582,209750,4.7,3.8,4.1,458.0
Osmaniye,Toyota ,1.6 Vision ,Corolla ,2019,Benzin,9500,132,1598,209750,7.3,4.5,5.5,471.0
Tekirdag,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,0,95,999,209750,5.7,4.0,4.6,351.0
Kocaeli,Ford ,1.5 TDCi Titanium ,Focus ,2015,Dizel,48000,120,1499,209750,4.7,3.9,4.2,421.0
Istanbul,Hyundai ,1.4 MPI Style Design ,i20 ,2020,Benzin,0,100,1368,209750,8.5,5.1,6.4,301.0
Istanbul,Kia ,1.6 CRDi Concept Techno ,Cerato ,2017,Dizel,42800,136,1582,209750,5.5,4.0,4.6,482.0
Mugla,Opel ,1.4 T Sport ,Astra ,2019,Benzin,21000,140,1364,209800,8.5,5.6,6.7,460.0
Mugla,Renault ,1.5 dCi Touch ,Megane ,2018,Dizel,49500,110,1461,209800,4.2,3.6,3.8,503.0
Yozgat,Volkswagen ,1.6 TDI Comfortline ,Polo ,2018,Dizel,42000,95,1598,209800,4.4,3.6,3.9,351.0
Istanbul,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,51,110,1199,209800,6.1,4.2,4.9,300.0
Istanbul,Fiat ,1.6 Multijet Sport ,Egea ,2018,Dizel,27000,113.0,1450.5,209800,nan,,,
Istanbul,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,0,110,1199,209900,5.7,4.3,4.8,300.0
Adana,Opel ,1.2 Edition ,Corsa ,2020,Benzin,0,100,1199,209900,nan,,,
Kahramanmaras,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,0,110,1199,209900,5.7,4.3,4.8,300.0
Mersin,Renault ,1.5 dCi Touch ,Megane ,2017,Dizel,43000,110,1461,209900,4.2,3.6,3.8,503.0
Ankara,Renault ,1.0 TCe Icon ,Clio ,2020,Benzin,1,100,999,209900,6.3,4.1,5.0,391.0
Mersin,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,0,110,1199,209900,5.7,4.3,4.8,300.0
Istanbul,Toyota ,1.4 D-4D Touch ,Corolla ,2018,Dizel,33500,90,1364,209900,4.9,3.7,4.1,452.0
Adana,Volkswagen ,1.4 TDI Comfortline ,Polo ,2017,Dizel,38000,90,1422,209900,3.9,3.3,3.5,280.0
Istanbul,Volkswagen ,1.0 TSI Highline  ,Polo ,2018,Benzin,20950,95,999,209900,5.7,4.0,4.6,351.0
Ankara,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,105,95,999,209900,5.7,4.0,4.6,351.0
Yozgat,Toyota ,1.4 D-4D Touch ,Corolla ,2018,Dizel,24500,113.0,1450.5,209900,nan,,,
Bursa,Renault ,1.0 TCe Icon ,Clio ,2020,Benzin,557,100,999,209900,6.3,4.1,5.0,391.0
Istanbul,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,13000,132,1598,209900,7.3,4.5,5.5,471.0
Adana,Volkswagen ,1.2 TSI Comfortline ,Jetta ,2015,Benzin,41000,105,1197,209900,6.8,4.7,5.4,510.0
Kocaeli,Opel ,1.4 T Edition Plus ,Astra ,2020,Benzin,7800,140,1364,209900,8.5,5.6,6.7,460.0
Istanbul,Opel ,1.2 Edition ,Corsa ,2020,Benzin,0,100,1199,209900,nan,,,
Adana,Opel ,1.2 Edition ,Corsa ,2020,Benzin,0,100,1199,209900,nan,,,
Sakarya,Hyundai ,1.0 T-GDI Style ,i20 ,2020,Benzin,0,120,998,209900,6.2,4.5,5.1,301.0
Izmir,Hyundai ,1.4 MPI Style  ,i20 ,2021,Benzin,1,100,1368,209900,8.5,5.1,6.4,301.0
Istanbul,Opel ,1.2 Edition ,Corsa ,2020,Benzin,0,100,1199,209900,nan,,,
Denizli,Opel ,1.4 T Edition Plus ,Astra ,2020,Benzin,0,140,1364,209900,8.5,5.6,6.7,460.0
Kocaeli,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,0,100,999,209900,6.3,4.1,5.0,391.0
Kocaeli,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,12000,132,1598,209900,7.3,4.5,5.5,471.0
Sakarya,Volkswagen ,1.0 TSI Highline  ,Polo ,2019,Benzin,26713,95,999,209900,5.7,4.0,4.6,351.0
Diyarbakir,Hyundai ,1.4 MPI Style Plus ,i20 ,2020,Benzin & LPG,300,100,1368,209900,7.8,5.1,6.1,352.0
Istanbul,Toyota ,1.6 Vision ,Corolla ,2019,Benzin,700,138.0,1450.5,209900,nan,,,
Ankara,Renault ,1.0 TCe Icon ,Clio ,2020,Benzin,0,100,999,209900,6.3,4.1,5.0,391.0
Karabuk,Toyota ,1.6 Vision ,Corolla ,2019,Benzin,5000,132,1598,209900,7.3,4.5,5.5,471.0
Antalya,Opel ,1.4 T Edition Plus ,Astra ,2020,Benzin,10,140,1364,209900,8.5,5.6,6.7,460.0
Istanbul,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,7500,95,999,209900,5.7,4.0,4.6,351.0
Istanbul,Opel ,1.2 Elegance ,Corsa ,2020,Benzin,8400,100,1199,209900,5.1,3.9,4.3,309.0
Konya,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,950,132,1598,209900,7.3,4.5,5.5,471.0
Bursa,Fiat ,1.6 Multijet Street ,Egea ,2020,Dizel,11000,120,1598,209900,4.4,3.3,3.8,440.0
Izmir,Renault ,1.3 TCe Touch ,Clio ,2020,Benzin,0,130,1332,209900,6.7,4.3,5.2,391.0
Istanbul,Fiat ,1.6 Multijet Lounge Plus ,Egea ,2019,Dizel,37000,113.0,1450.5,209900,nan,,,
Ankara,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,1,110,1199,209903,6.1,4.2,4.9,300.0
Konya,Renault ,1.5 dCi Icon ,Clio ,2019,Dizel,21000,90,1461,209950,4.3,3.3,3.7,300.0
Istanbul,Fiat ,500L 1.3 Mjet Cross Plus ,500 Ailesi ,2017,Dizel,37000,95,1248,209950,4.5,3.7,4.0,412.0
Istanbul,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,15,95,999,209950,5.7,4.0,4.6,351.0
Istanbul,Skoda ,1.0 TSI Premium ,Fabia ,2020,Benzin,0,95,999,209950,6.1,4.4,5.0,305.0
Istanbul,Fiat ,500L 1.3 Mjet Cross Plus ,500 Ailesi ,2017,Dizel,34000,95,1248,209950,4.5,3.7,4.0,412.0
Istanbul,Fiat ,500C 1.2 Collozione ,500 Ailesi ,2018,Benzin,20000,69,1242,209950,6.2,4.3,5.0,182.0
Istanbul,Renault ,1.5 dCi Icon ,Clio ,2019,Dizel,14765,88.0,1450.5,209950,nan,,,
Istanbul,Renault ,1.5 dCi Icon ,Clio ,2019,Dizel,8770,90,1461,209950,4.3,3.3,3.7,300.0
Istanbul,Renault ,1.5 dCi Icon ,Clio ,2019,Dizel,28581,90,1461,209950,4.3,3.3,3.7,300.0
Istanbul,Renault ,1.5 dCi Icon ,Clio ,2019,Dizel,27960,88.0,1450.5,209950,nan,,,
Istanbul,Renault ,1.5 dCi Icon ,Clio ,2019,Dizel,25513,90,1461,209950,4.3,3.3,3.7,300.0
Izmir,Ford ,1.5 TDCi Trend X  ,Focus ,2017,Dizel,34000,120,1499,209990,4.7,3.9,4.2,421.0
Izmir,Opel ,1.4 T Dynamic ,Astra ,2016,Benzin,46650,150,1399,209990,7.2,4.5,5.5,370.0
Istanbul,Toyota ,1.6 Dream ,Corolla ,2020,Benzin,19700,132,1598,209990,7.3,4.5,5.5,471.0
Izmir,Renault ,1.0 TCe RS Line ,Clio ,2020,Benzin,10,100,999,209999,5.6,3.6,4.3,391.0
Istanbul,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,75,110,1199,209999,6.1,4.2,4.9,300.0
Kars,Toyota ,1.6 Premium ,Corolla ,2015,Benzin,28500,132,1598,210000,7.8,5.2,6.1,452.0
Denizli,Volkswagen ,1.2 TSI Allstar ,Polo ,2016,Benzin,29300,90,1197,210000,5.8,4.1,4.7,280.0
Sivas,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,1400,110,1199,210000,6.1,4.2,4.9,300.0
Ankara,Renault ,1.5 dCi Touch ,Megane ,2017,Dizel,31000,110,1461,210000,4.2,3.6,3.8,503.0
Izmir,Opel ,1.6 CDTI Enjoy ,Astra ,2015,Dizel,28400,136,1598,210000,5.8,3.9,4.6,370.0
Mersin,Renault ,1.5 dCi Icon ,Megane ,2017,Dizel,144,110,1461,210000,4.2,3.6,3.8,503.0
Kocaeli,Seat ,1.2 TSI Style ,Leon ,2017,Benzin,30900,110,1197,210000,6.1,4.2,4.9,380.0
Corum,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,0,132,1598,210000,7.3,4.5,5.5,471.0
Istanbul,Kia ,1.6 CRDi Concept Plus ,Cerato ,2016,Dizel,47000,136,1582,210000,5.5,4.0,4.6,482.0
Kilis,Toyota ,1.6 Advance ,Corolla ,2018,Benzin,20000,132,1598,210000,7.8,5.2,6.1,452.0
Istanbul,Renault ,1.3 TCe Icon  ,Clio ,2020,Benzin,21000,130,1332,210000,6.7,4.3,5.2,391.0
Ankara,Honda ,1.6i VTEC Eco Elegance ,Civic ,2014,Benzin & LPG,21000,125,1598,210000,9.5,5.1,6.7,440.0
Antalya,Renault ,1.3 TCe Icon  ,Clio ,2020,Benzin,2200,130,1332,210000,6.7,4.3,5.2,391.0
Ankara,Toyota ,1.6 Advance ,Corolla ,2018,Benzin,41000,132,1598,210000,7.8,5.2,6.1,452.0
Istanbul,Fiat ,1.6 Multijet Urban Plus ,Egea ,2020,Dizel,5000,120,1598,210000,4.4,3.3,3.8,440.0
Istanbul,Renault ,1.3 TCe Touch ,Clio ,2020,Benzin,900,130,1332,210000,6.7,4.3,5.2,391.0
Malatya,Kia ,1.0 TGDI Prestige ,Rio ,2020,Benzin,2980,100,998,210000,nan,,,
Istanbul,Hyundai ,1.4 MPI Style  ,i20 ,2020,Benzin,9700,100,1368,210000,8.5,5.1,6.4,301.0
Antalya,Honda ,1.3 Elegance ,Jazz ,2019,Benzin,18000,102,1318,210000,5.5,4.5,4.9,354.0
Kastamonu,Renault ,1.0 TCe Icon ,Clio ,2020,Benzin,2000,100,999,210000,6.3,4.1,5.0,391.0
Istanbul,Honda ,1.6i VTEC Premium ,Civic ,2015,Benzin,45000,125,1598,210000,9.5,5.1,6.7,440.0
Izmir,Citroen ,Feel ,C3 1.2 PureTech ,2019,Benzin,13000,110,1199,210000,6.1,4.2,4.9,300.0
Istanbul,Fiat ,1.6 E-Torq S-Design ,Egea ,2019,Benzin,18000,110,1598,210000,9.2,4.6,6.3,440.0
Amasya,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,300,95,999,210000,5.7,4.0,4.6,351.0
Izmir,Renault ,1.3 TCe Joy ,Megane ,2020,Benzin,14000,140,1332,210000,7.0,5.1,5.7,503.0
Istanbul,Opel ,1.4 T Edition Plus ,Astra ,2020,Benzin,10,140,1364,210000,8.5,5.6,6.7,460.0
Izmir,Renault ,1.0 TCe Icon ,Clio ,2020,Benzin,1600,100,999,210000,6.3,4.1,5.0,391.0
Istanbul,Renault ,1.5 dCi Icon ,Clio ,2019,Dizel,25000,90,1461,205000,4.3,3.3,3.7,300.0
Istanbul,DS Automobiles ,1.6 BlueHDi Start&Stop ,DS 4 ,2017,Dizel,35000,120,1560,210000,4.8,3.8,4.1,359.0
Antalya,Toyota ,1.4 D-4D Touch ,Corolla ,2018,Dizel,20000,90,1364,210000,4.9,3.7,4.1,452.0
Aksaray,Volkswagen ,1.4 TDI Comfortline ,Polo ,2017,Dizel,35000,90,1422,210000,3.9,3.3,3.5,280.0
Gaziantep,Alfa Romeo ,1.4 TB MultiAir Distinctive ,Giulietta ,2015,Benzin,26200,170,1368,210000,7.8,4.6,5.8,350.0
Adana,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,21000,110,1199,210000,5.7,4.3,4.8,300.0
Elazig,Honda ,1.6i VTEC Eco Elegance ,Civic ,2018,Benzin & LPG,30700,125,1597,210000,9.2,5.2,6.7,519.0
Tekirdag,Kia ,1.6 CRDi Concept  ,Cerato ,2017,Dizel,47000,136,1582,210000,5.5,4.0,4.6,482.0
Ankara,Renault ,1.0 TCe Icon ,Clio ,2020,Benzin,14,100,999,210000,6.3,4.1,5.0,391.0
Istanbul,Honda ,1.6i VTEC Eco Elegance ,Civic ,2017,Benzin & LPG,44000,125,1597,210000,9.2,5.2,6.7,519.0
Eskisehir,Honda ,1.6i VTEC Eco Elegance ,Civic ,2015,Benzin & LPG,50000,113.0,1450.5,210000,nan,,,
Istanbul,Renault ,1.5 dCi Icon ,Megane ,2018,Dizel,26000,110,1461,210000,4.2,3.6,3.8,503.0
Tekirdag,Renault ,1.0 TCe Icon ,Clio ,2020,Benzin,0,100,999,210000,6.3,4.1,5.0,391.0
Van,Opel ,1.4 T Dynamic ,Astra ,2016,Benzin,37500,150,1399,210000,7.2,4.5,5.5,370.0
Istanbul,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,8000,100,999,210000,6.3,4.1,5.0,391.0
Izmir,Fiat ,500L 1.3 Mjet RockStar ,500 Ailesi ,2017,Dizel,30000,95,1248,210000,4.5,3.6,3.9,412.0
Bilecik,Mazda ,1.5 SkyActive-G Power ,3 ,2014,Benzin,47000,120,1496,210000,6.8,4.8,5.5,419.0
Osmaniye,Peugeot ,1.6 BlueHDi Active ,308 ,2018,Dizel,47000,120,1560,210000,4.1,3.5,3.7,420.0
Hatay,Renault ,1.5 dCi Touch ,Megane ,2017,Dizel,37450,110,1461,210000,4.2,3.6,3.8,503.0
Ankara,Suzuki ,1.2 GL Techno ,Swift ,2020,Hybrid,1,83,1197,210000,4.6,3.9,4.1,265.0
Antalya,Renault ,1.5 dCi Touch ,Megane ,2017,Dizel,34000,110,1461,210000,4.2,3.6,3.8,503.0
Istanbul,Hyundai ,1.4 MPI Style Design ,i20 ,2020,Benzin,0,100,1368,210000,8.5,5.1,6.4,301.0
Corum,Nissan ,1.0 Tekna ,Micra ,2020,Benzin,750,100,999,210000,5.6,4.2,4.6,300.0
Samsun,Toyota ,1.6 Touch ,Corolla ,2018,Benzin & LPG,44000,132,1598,196000,7.8,5.2,6.1,452.0
Ankara,Renault ,1.5 dCi Icon ,Clio ,2019,Dizel,35000,90,1461,210000,4.3,3.3,3.7,300.0
Mugla,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,12000,132,1598,210000,7.3,4.5,5.5,471.0
Mersin,Renault ,1.0 TCe Icon ,Clio ,2020,Benzin,4000,100,999,210000,6.3,4.1,5.0,391.0
Ankara,Honda ,1.6i VTEC Eco Elegance ,Civic ,2016,Benzin & LPG,50000,125,1598,210000,9.5,5.1,6.7,440.0
Istanbul,Honda ,1.6i VTEC Eco Elegance ,Civic ,2016,Benzin,39500,125,1597,210000,9.2,5.2,6.7,519.0
Aksaray,Opel ,1.2 Elegance ,Corsa ,2020,Benzin,6000,100,1199,210000,0.5,3.9,4.3,309.0
Izmir,Opel ,1.2 Edition ,Corsa ,2020,Benzin,64,100,1199,210000,nan,,,
Denizli,Toyota ,1.6 Advance ,Corolla ,2018,Benzin & LPG,38800,132,1598,210000,7.8,5.2,6.1,452.0
Usak,Volkswagen ,1.0 TSI Comfortline ,Polo ,2019,Benzin,4200,95,999,210000,5.7,4.0,4.6,351.0
Istanbul,Honda ,1.6i VTEC Eco Elegance ,Civic ,2017,Benzin & LPG,43000,125,1597,210000,9.2,5.2,6.7,519.0
Sakarya,Volkswagen ,1.4 TDI Comfortline ,Polo ,2017,Dizel,37000,90,1422,210000,3.9,3.3,3.5,280.0
Bursa,Volkswagen ,1.0 TSI Comfortline ,Polo ,2019,Benzin,17178,95,999,210000,5.7,4.0,4.6,351.0
Gaziantep,Honda ,1.6i VTEC Eco Elegance ,Civic ,2017,Benzin & LPG,45000,125,1597,210000,9.2,5.2,6.7,519.0
Istanbul,Seat ,FR ,Ibiza 1.0 EcoTSI ,2018,Benzin,42500,115,999,210000,5.6,4.2,4.7,355.0
Duzce,Peugeot ,1.6 BlueHDi Active ,308 ,2018,Dizel,45000,120,1560,210000,4.1,3.5,3.7,420.0
