Sehir,Marka,Seri,Model,Yil,Yakit,Km,Hp,Cc,Fiyat,Sehirici,Sehirdisi,Ortalama,Bagaj
Ankara,Renault ,1.3 TCe Joy ,Megane ,2020,Benzin,9000,140,1332,207900,7.0,5.1,5.7,503.0
Mersin,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,10,110,1199,207900,5.7,4.3,4.8,300.0
Istanbul,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,0,95,999,207900,5.7,4.0,4.6,351.0
Antalya,Hyundai ,1.0 T-GDI Style ,i20 ,2020,Benzin,0,100,998,207900,6.3,4.6,5.2,352.0
Hatay,Renault ,1.3 TCe Icon  ,Clio ,2020,Benzin,0,130,1332,207900,6.7,4.3,5.2,391.0
Osmaniye,Toyota ,1.6 Advance ,Corolla ,2017,Benzin & LPG,29000,132,1598,207900,7.8,5.2,6.1,452.0
Zonguldak,Renault ,1.0 TCe Icon ,Clio ,2020,Benzin,4500,100,999,207900,6.3,4.1,5.0,391.0
Istanbul,Hyundai ,1.4 MPI Elite ,i20 ,2020,Benzin,25,100,1368,207950,7.8,5.1,6.1,352.0
Sakarya,Renault ,1.5 dCi Touch ,Megane ,2017,Dizel,43000,110,1461,207950,4.2,3.6,3.8,503.0
Istanbul,Renault ,1.5 dCi Touch ,Megane ,2017,Dizel,23000,110,1461,207950,4.2,3.6,3.8,503.0
Istanbul,Renault ,1.3 TCe Icon  ,Clio ,2020,Benzin,9876,138.0,1450.5,207950,nan,,,
Istanbul,Renault ,1.5 dCi Touch ,Megane ,2017,Dizel,38000,110,1461,207999,4.2,3.6,3.8,503.0
Bursa,Renault ,1.0 TCe Icon ,Clio ,2020,Benzin,3100,100,999,207999,6.3,4.1,5.0,391.0
Kocaeli,Toyota ,1.6 Advance ,Corolla ,2017,Benzin & LPG,32538,132,1598,207999,7.8,5.2,6.1,452.0
Istanbul,Volkswagen ,1.0 TSI Highline  ,Polo ,2017,Benzin,43500,95,999,208000,5.7,4.0,4.6,351.0
Zonguldak,Opel ,1.6 CDTI Design ,Astra ,2017,Dizel,34000,136,1598,208000,6.4,4.3,5.1,420.0
Ankara,Volkswagen ,1.0 TSI Comfortline ,Polo ,2019,Benzin,4545,95,999,208000,5.7,4.0,4.6,351.0
Balikesir,Toyota ,1.4 D-4D Advance ,Corolla ,2015,Dizel,26000,90,1364,208000,4.9,3.7,4.1,452.0
Hatay,Toyota ,1.6 Advance Skypack ,Auris ,2016,Benzin,10900,132,1598,208000,7.8,5.2,6.1,360.0
Aksaray,Toyota ,1.6 Active Skypack ,Auris ,2018,Benzin & LPG,26000,132,1598,208000,7.8,5.2,6.1,360.0
Samsun,Volkswagen ,1.2 TSI Comfortline ,Golf ,2016,Benzin,45200,110,1197,208000,5.9,4.3,4.9,380.0
Denizli,Opel ,1.4 T Edition Plus ,Astra ,2020,Benzin,2800,140,1364,208000,8.5,5.6,6.7,460.0
Istanbul,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,13000,132,1598,208000,7.3,4.5,5.5,471.0
Istanbul,Renault ,1.2 TCe Touch ,Megane ,2016,Benzin,42621,130,1198,208000,6.8,4.7,5.4,503.0
Istanbul,Alfa Romeo ,1.4 TB MultiAir Distinctive ,Giulietta ,2014,Benzin,29050,170,1368,208000,7.8,4.6,5.8,350.0
Antalya,Opel ,1.6 CDTI Sport ,Astra ,2016,Dizel,39000,136,1598,208000,6.4,4.3,5.1,420.0
Kayseri,Volkswagen ,1.0 TSI Highline  ,Polo ,2017,Benzin,19890,95,999,208000,5.7,4.0,4.6,351.0
Istanbul,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,12516,132,1598,208000,7.3,4.5,5.5,471.0
Istanbul,Opel ,1.4 T Edition Plus ,Astra ,2020,Benzin,0,140,1364,208000,8.5,5.6,6.7,460.0
Malatya,Toyota ,1.4 D-4D Advance ,Corolla ,2017,Dizel,25700,90,1364,208000,4.9,3.7,4.1,452.0
Istanbul,Hyundai ,1.4 MPI Style Plus ,i20 ,2020,Benzin,0,100,1368,208000,7.8,5.1,6.1,352.0
Bursa,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,16000,100,999,208000,6.3,4.1,5.0,391.0
Ankara,Peugeot ,1.6 BlueHDi Active ,308 ,2015,Dizel,42000,120,1560,208000,0.4,3.3,3.5,420.0
Sinop,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,0,110,1199,208000,6.1,4.2,4.9,300.0
Konya,Honda ,1.6i VTEC Eco Elegance ,Civic ,2017,Benzin & LPG,45000,125,1597,208000,9.2,5.2,6.7,519.0
Bursa,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,36,95,999,208000,5.7,4.0,4.6,351.0
Istanbul,Volkswagen ,1.4 TSI Comfortline ,Golf ,2013,Benzin,44200,122,1395,208000,6.2,4.3,5.0,380.0
Istanbul,Opel ,1.2 Edition ,Corsa ,2020,Benzin,0,100,1199,208000,nan,,,
Bingol,Toyota ,1.6 Vision ,Corolla ,2020,Benzin & LPG,6500,132,1598,208000,7.3,4.5,5.5,471.0
Istanbul,Volkswagen ,1.6 TDI Comfortline ,Jetta ,2014,Dizel,45000,105,1598,208000,5.6,4.2,4.7,510.0
Istanbul,Volkswagen ,1.0 TSI Highline  ,Polo ,2018,Benzin,43000,95,999,206000,5.7,4.0,4.6,351.0
Istanbul,Opel ,1.2 Edition ,Corsa ,2020,Benzin,0,100,1199,208000,nan,,,
Istanbul,Renault ,1.5 dCi Icon ,Clio ,2019,Dizel,50000,90,1461,208000,4.3,3.3,3.7,300.0
Mersin,Toyota ,1.6 Vision ,Corolla ,2019,Benzin & LPG,35000,132,1598,208000,7.3,4.5,5.5,471.0
Istanbul,Toyota ,1.4 D-4D Advance ,Corolla ,2016,Dizel,30000,90,1364,208000,4.9,3.7,4.1,452.0
Izmir,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,13800,132,1598,208000,7.3,4.5,5.5,471.0
Istanbul,Seat ,1.0 EcoTSI Ecomotive Style ,Leon ,2017,Benzin,50000,115,999,208000,5.3,3.9,4.4,380.0
Kocaeli,Renault ,1.0 TCe Icon ,Clio ,2020,Benzin,2100,100,999,208000,6.3,4.1,5.0,391.0
Istanbul,Toyota ,1.6 Advance ,Corolla ,2017,Benzin & LPG,33000,132,1598,208000,7.8,5.2,6.1,452.0
Bursa,Renault ,1.0 TCe Touch ,Clio ,2020,Benzin,150,100,999,208000,6.3,4.1,5.0,391.0
Erzurum,Volkswagen ,1.0 TSI Highline  ,Polo ,2017,Benzin,25100,95,999,199000,5.7,4.0,4.6,351.0
Denizli,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,5,138.0,1450.5,208000,nan,,,
Kahramanmaras,Skoda ,1.6 TDI Optimal  ,Octavia ,2017,Dizel,47000,115,1598,208000,4.2,3.8,3.9,568.0
Erzurum,Volkswagen ,1.4 TSI BlueMotion Comfortline ,Jetta ,2015,Benzin,43000,125,1395,208000,6.1,4.3,5.0,510.0
Istanbul,Ford ,1.5 TDCi Trend X  ,Focus ,2018,Dizel,43000,120,1499,208000,4.7,3.9,4.2,421.0
Kirikkale,Hyundai ,1.6 D-CVVT Style ,Elantra ,2018,Benzin & LPG,32000,128,1591,208000,9.5,5.4,6.9,485.0
Sakarya,Honda ,1.3 Elegance ,Jazz ,2017,Benzin,17500,102,1318,208000,5.5,4.5,4.9,354.0
Hatay,Renault ,1.2 TCe Touchrome ,Megane ,2017,Benzin,18623,130,1198,208000,6.8,4.7,5.4,434.0
Hatay,Audi ,A3 Sportback 1.6 Attraction ,A3 ,2011,Benzin,20000,102,1595,208000,9.4,5.1,6.7,370.0
Antalya,Hyundai ,1.6 CRDi Elite ,i30 ,2015,Dizel,49500,136,1582,208000,5.1,4.0,4.4,378.0
Istanbul,Opel ,1.4 T Edition Plus ,Astra ,2020,Benzin,4700,140,1364,208000,8.5,5.6,6.7,460.0
Mersin,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,7500,113.0,1300,208000,nan,,,
Samsun,Volkswagen ,1.0 TSI Comfortline ,Polo ,2018,Benzin,49700,95,999,208000,5.7,4.0,4.6,351.0
Istanbul,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,28,110,1199,208000,6.1,4.2,4.9,300.0
Istanbul,Fiat ,1.6 Multijet Easy  ,Egea ,2020,Dizel,0,120,1598,208000,4.5,3.5,3.9,520.0
Izmir,Skoda ,1.0 TSI Premium ,Fabia ,2020,Benzin,22,95,999,208000,6.1,4.4,5.0,305.0
Ankara,Renault ,1.3 TCe Joy ,Megane ,2020,Benzin,14700,140,1332,208000,7.0,5.1,5.7,503.0
Istanbul,Renault ,1.0 TCe RS Line ,Clio ,2020,Benzin,9000,100,999,208000,5.6,3.6,4.3,391.0
Istanbul,Volkswagen ,1.0 TSI Highline  ,Polo ,2018,Benzin,28000,95,999,208000,5.7,4.0,4.6,351.0
Istanbul,Hyundai ,1.6 MPI Style Plus ,Elantra ,2019,Benzin,18200,127,1591,208000,8.9,5.6,6.8,458.0
Ankara,Volkswagen ,1.2 TSI Midline Plus ,Golf ,2016,Benzin,42000,110,1197,208000,5.9,4.3,4.9,380.0
Istanbul,Opel ,1.4 T Edition Plus ,Astra ,2020,Benzin,400,140,1364,208000,8.5,5.6,6.7,460.0
Osmaniye,Toyota ,1.6 Advance ,Corolla ,2018,Benzin & LPG,30000,138.0,1450.5,208000,nan,,,
Istanbul,Renault ,1.5 dCi Icon ,Scenic ,2013,Dizel,14000,110,1461,208000,5.9,4.5,5.0,522.0
Ankara,Renault ,1.5 dCi Icon ,Clio ,2018,Dizel,32000,90,1461,208000,4.3,3.3,3.7,300.0
Istanbul,Renault ,1.5 dCi Icon ,Clio ,2019,Dizel,7100,90,1461,208000,4.3,3.3,3.7,300.0
Ankara,Renault ,1.0 TCe Icon ,Clio ,2020,Benzin,2000,100,999,208000,6.3,4.1,5.0,391.0
Afyonkarahisar,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,0,95,999,208000,5.7,4.0,4.6,351.0
Gaziantep,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,350,110,1199,208000,6.1,4.2,4.9,300.0
Istanbul,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,1200,110,1199,208000,6.1,4.2,4.9,300.0
Nigde,Opel ,1.4 T Sport ,Astra ,2017,Benzin,18800,140,1364,208000,8.5,5.6,6.7,460.0
Afyonkarahisar,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,0,95,999,208000,5.7,4.0,4.6,351.0
Ankara,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,1800,132,1598,208000,7.3,4.5,5.5,471.0
Istanbul,Volkswagen ,1.0 TSI Highline  ,Polo ,2017,Benzin,36000,95,999,208000,5.7,4.0,4.6,351.0
Konya,Renault ,1.3 TCe Touch ,Clio ,2020,Benzin,10,130,1332,208000,6.7,4.3,5.2,391.0
Antalya,Toyota ,1.6 Advance Skypack ,Auris ,2016,Benzin & LPG,41000,132,1598,208000,7.8,5.2,6.1,360.0
Kocaeli,Opel ,1.6 CDTI Design ,Astra ,2017,Dizel,45000,136,1598,208000,6.4,4.3,5.1,420.0
Kahramanmaras,Renault ,1.5 dCi Icon ,Clio ,2019,Dizel,22355,90,1461,208000,4.3,3.3,3.7,300.0
Adana,Honda ,1.6i VTEC Executive ,Civic ,2018,Benzin & LPG,48600,125,1597,205000,9.2,5.2,6.7,519.0
Istanbul,Opel ,1.2 Elegance ,Corsa ,2020,Benzin,20,100,1199,208250,5.1,3.9,4.3,309.0
Bursa,Renault ,1.3 TCe Touch ,Clio ,2020,Benzin,0,130,1332,208250,6.7,4.3,5.2,391.0
Ankara,Toyota ,1.6 Vision ,Corolla ,2019,Benzin,7700,132,1598,208250,7.3,4.5,5.5,471.0
Samsun,Citroen ,Feel ,C3 1.2 PureTech ,2020,Benzin,0,110,1199,208444,5.7,4.3,4.8,300.0
Bursa,Skoda ,1.0 TSI Premium Colour Concept ,Fabia ,2020,Benzin,1,95,999,208500,nan,,,305.0
Istanbul,Opel ,1.2 Elegance ,Corsa ,2020,Benzin,0,100,1199,208500,5.1,3.9,4.3,309.0
Istanbul,Volkswagen ,1.2 TSI Midline Plus ,Golf ,2013,Benzin,15000,105,1197,208500,5.6,4.4,4.8,380.0
Samsun,Opel ,1.6 CDTI Elite ,Astra ,2016,Dizel,43250,136,1598,208500,6.4,4.3,5.1,420.0
Manisa,Citroen ,Feel Bold ,C3 1.2 PureTech ,2020,Benzin,750,113.0,1300,208500,nan,,,
Istanbul,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,1000,110,1199,208500,5.7,4.3,4.8,300.0
Edirne,Honda ,1.6i VTEC Elegance ,Civic ,2016,Benzin,48000,125,1597,208500,9.2,5.2,6.7,519.0
Konya,Hyundai ,1.4 MPI Style Plus ,i20 ,2020,Benzin,0,100,1368,208500,7.8,5.1,6.1,352.0
Istanbul,Hyundai ,1.6 CRDi Style Plus ,Elantra ,2018,Dizel,32000,136,1582,208500,4.7,3.8,4.1,458.0
Istanbul,Volkswagen ,1.0 TSI Highline  ,Polo ,2018,Benzin,41000,95,999,208500,5.7,4.0,4.6,351.0
Samsun,Volkswagen ,1.0 TSI Comfortline ,Polo ,2018,Benzin,34000,95,999,208500,5.7,4.0,4.6,351.0
Istanbul,Opel ,1.2 Elegance ,Corsa ,2020,Benzin,0,100,1199,208500,5.1,3.9,4.3,309.0
Adiyaman,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,1420,132,1598,208500,7.3,4.5,5.5,471.0
Kirklareli,Toyota ,1.4 D-4D Advance ,Corolla ,2015,Dizel,28500,90,1364,208500,4.9,3.7,4.1,452.0
Eskisehir,Honda ,1.6i VTEC Eco Elegance ,Civic ,2015,Benzin,34000,125,1598,208500,9.5,5.1,6.7,440.0
Kocaeli,Renault ,1.3 TCe Icon  ,Clio ,2020,Benzin,9775,130,1332,208500,6.7,4.3,5.2,391.0
Bursa,Peugeot ,1.6 e-HDi Access ,508 ,2014,Dizel,22000,115,1560,208500,4.6,3.7,4.0,515.0
Istanbul,Citroen ,Shine  ,C3 1.2 PureTech ,2020,Benzin,0,110,1199,208500,5.7,4.3,4.8,300.0
Mugla,Renault ,1.3 TCe Icon  ,Clio ,2020,Benzin,1,130,1332,208500,6.7,4.3,5.2,391.0
Kirklareli,Skoda ,1.0 TSI Premium ,Fabia ,2020,Benzin,0,95,999,208500,6.1,4.4,5.0,305.0
Istanbul,Volkswagen ,1.0 TSI Highline  ,Polo ,2018,Benzin,28300,95,999,208500,5.7,4.0,4.6,351.0
Mersin,Opel ,1.2 T Innovation ,Corsa ,2020,Benzin,10250,100,1199,208500,nan,,,309.0
Istanbul,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,0,95,999,208500,5.7,4.0,4.6,351.0
Bolu,Toyota ,1.6 Vision ,Corolla ,2019,Benzin,8500,132,1598,208500,7.3,4.5,5.5,471.0
Istanbul,Volkswagen ,1.4 TSI Comfortline ,Golf ,2014,Benzin,50000,122,1395,208500,6.2,4.3,5.0,380.0
Nevsehir,Skoda ,1.4 TDI GreenTec Spaceback Style ,Rapid ,2015,Dizel,45500,90,1422,208500,4.2,3.6,3.8,415.0
Istanbul,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,0,95,999,208500,5.7,4.0,4.6,351.0
Adana,Toyota ,1.6 Vision ,Corolla ,2019,Benzin & LPG,42100,132,1598,208500,7.3,4.5,5.5,471.0
Giresun,Volkswagen ,1.0 TSI Comfortline ,Polo ,2019,Benzin,25000,95,999,208500,5.7,4.0,4.6,351.0
Bursa,Hyundai ,1.4 MPI Style  ,i20 ,2020,Benzin,0,100,1368,208500,8.5,5.1,6.4,301.0
Ankara,Hyundai ,1.4 MPI Style Plus ,i20 ,2020,Benzin,0,100,1368,208500,7.8,5.1,6.1,352.0
Istanbul,Fiat ,500L 1.3 Mjet PopStar ,500 Ailesi ,2017,Dizel,8010,95,1248,208500,4.5,3.6,3.9,412.0
Erzurum,Opel ,1.4 T Dynamic ,Astra ,2016,Benzin,46500,150,1399,208500,7.2,4.5,5.5,370.0
Mersin,Opel ,1.2 T Innovation ,Corsa ,2020,Benzin,10600,100,1199,208500,nan,,,309.0
Istanbul,Toyota ,1.4 D-4D Touch ,Corolla ,2018,Dizel,38000,113.0,1450.5,208600,nan,,,
Konya,Toyota ,1.6 Vision ,Corolla ,2019,Benzin,4700,138.0,1450.5,208700,nan,,,
Bursa,Toyota ,1.6 Vision ,Corolla ,2019,Benzin,14000,132,1598,208750,7.3,4.5,5.5,471.0
Istanbul,Renault ,1.5 dCi Touch ,Megane ,2018,Dizel,47000,110,1461,208750,4.2,3.6,3.8,503.0
Istanbul,Opel ,1.2 Edition ,Corsa ,2020,Benzin,0,100,1199,208750,nan,,,
Istanbul,Kia ,1.6 MPI Concept ,Cerato ,2017,Benzin & LPG,37000,130,1591,208750,9.5,5.6,7.0,482.0
Kocaeli,Renault ,1.3 TCe Icon  ,Clio ,2020,Benzin,10300,130,1332,208750,6.7,4.3,5.2,391.0
Ordu,Toyota ,1.6 Vision ,Corolla ,2019,Benzin & LPG,8000,132,1598,208750,7.3,4.5,5.5,471.0
Kocaeli,Seat ,Style ,Ibiza 1.0 EcoTSI ,2020,Benzin,534,115,999,208750,5.6,4.2,4.7,355.0
Corum,Volkswagen ,1.0 TSI Highline  ,Polo ,2017,Benzin,18000,88.0,1300,208750,nan,,,
Kocaeli,Hyundai ,1.6 D-CVVT Style ,Elantra ,2018,Benzin,25000,128,1591,208750,9.5,5.4,6.9,485.0
Corum,Honda ,1.6i VTEC Eco Elegance ,Civic ,2016,Benzin & LPG,30000,125,1598,208750,9.5,5.1,6.7,440.0
Antalya,Renault ,1.5 dCi Touch ,Megane ,2017,Dizel,49166,110,1461,208750,4.2,3.6,3.8,503.0
Kirklareli,Skoda ,1.0 TSI Premium ,Fabia ,2020,Benzin,0,95,999,208750,6.1,4.4,5.0,305.0
Istanbul,Opel ,1.4 T Edition Plus ,Astra ,2020,Benzin,0,140,1364,208750,8.5,5.6,6.7,460.0
Istanbul,Renault ,1.3 TCe Icon  ,Clio ,2020,Benzin,13692,138.0,1450.5,208750,nan,,,
Balikesir,Toyota ,1.6 Advance ,Corolla ,2016,Benzin,28500,132,1598,208900,7.8,5.2,6.1,452.0
Ankara,Hyundai ,1.4 MPI Style Design ,i20 ,2020,Benzin,0,100,1368,208900,7.8,5.1,6.1,352.0
Istanbul,Opel ,1.2 Edition ,Corsa ,2020,Benzin,0,100,1199,208900,nan,,,
Istanbul,Volkswagen ,1.4 TSI Sportline ,Scirocco ,2016,Benzin,50000,150,1395,208900,6.3,4.6,5.2,312.0
Istanbul,Renault ,1.3 TCe Icon  ,Clio ,2020,Benzin,5,130,1332,208900,6.7,4.3,5.2,391.0
Istanbul,Opel ,1.2 Edition ,Corsa ,2020,Benzin,0,100,1199,208900,nan,,,
Mersin,Hyundai ,1.6 MPI Style Plus ,Elantra ,2019,Benzin,31000,127,1591,208900,8.9,5.6,6.8,458.0
Kocaeli,Opel ,1.4 T Edition Plus ,Astra ,2020,Benzin,660,138.0,1450.5,208900,nan,,,
Ankara,Renault ,1.5 dCi Icon ,Clio ,2018,Dizel,32000,90,1461,208900,4.3,3.3,3.7,300.0
Canakkale,Renault ,1.0 TCe Icon ,Clio ,2020,Benzin,4500,100,999,208900,6.3,4.1,5.0,391.0
Istanbul,Seat ,Style ,Ibiza 1.0 EcoTSI ,2017,Benzin,31500,115,999,208900,5.6,4.2,4.7,355.0
Adana,Toyota ,1.6 Advance ,Corolla ,2018,Benzin & LPG,49900,132,1598,208900,7.8,5.2,6.1,452.0
Istanbul,Opel ,1.2 Elegance ,Corsa ,2020,Benzin,0,100,1199,208950,5.1,3.9,4.3,309.0
Istanbul,Renault ,1.3 TCe Touch ,Clio ,2020,Benzin,0,130,1332,208950,6.7,4.3,5.2,391.0
Istanbul,Renault ,1.3 TCe Icon  ,Clio ,2020,Benzin,11895,138.0,1450.5,208950,nan,,,
Bursa,Hyundai ,1.0 T-GDI Style Design ,i20 ,2020,Benzin,0,100,998,209000,6.3,4.6,5.2,352.0
Antalya,Renault ,1.3 TCe Touch ,Clio ,2020,Benzin,1,130,1332,209000,6.7,4.3,5.2,391.0
Istanbul,Renault ,1.0 TCe RS Line ,Clio ,2020,Benzin,13500,100,999,209000,5.6,3.6,4.3,391.0
Istanbul,Opel ,1.2 Elegance ,Corsa ,2020,Benzin,1695,100,1199,209000,5.1,3.9,4.3,309.0
Adiyaman,Honda ,1.6i VTEC Eco Executive ,Civic ,2015,Benzin & LPG,40000,125,1598,209000,9.5,5.1,6.7,440.0
Istanbul,Toyota ,1.6 Vision ,Corolla ,2019,Benzin & LPG,30000,132,1598,209000,7.3,4.5,5.5,471.0
Adana,Ford ,1.5 TDCi Trend X  ,Focus ,2017,Dizel,38000,120,1499,209000,4.7,3.9,4.2,421.0
Aydin,Hyundai ,1.4 MPI Elite Smart ,i20 ,2019,Benzin,5000,100,1368,209000,8.5,5.1,6.4,301.0
Istanbul,Peugeot ,1.6 BlueHDi Allure ,308 ,2016,Dizel,32000,120,1560,209000,0.4,3.3,3.5,420.0
Istanbul,Toyota ,1.6 Dream ,Corolla ,2020,Benzin,14400,132,1598,209000,7.3,4.5,5.5,471.0
Hatay,Honda ,1.6i VTEC Executive ,Civic ,2016,Benzin,40000,125,1597,209000,9.2,5.2,6.7,519.0
Istanbul,Renault ,1.0 TCe RS Line ,Clio ,2020,Benzin,13500,100,999,209000,5.6,3.6,4.3,391.0
Kastamonu,Hyundai ,1.0 T-GDI Style ,i20 ,2020,Benzin,0,100,998,209000,6.3,4.6,5.2,352.0
Edirne,Honda ,1.3 Elegance ,Jazz ,2017,Benzin,19000,102,1318,209000,5.5,4.5,4.9,354.0
Aydin,Volkswagen ,1.4 TSI Highline ,Golf ,2014,Benzin,44080,122,1395,209000,6.2,4.3,5.0,380.0
Kayseri,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,0,95,999,209000,5.7,4.0,4.6,351.0
Bursa,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,299,95,999,209000,5.7,4.0,4.6,351.0
Ankara,Fiat ,500L 1.3 Mjet Cross Plus ,500 Ailesi ,2017,Dizel,41000,95,1248,209000,4.5,3.7,4.0,412.0
Ankara,Fiat ,1.6 Multijet Easy  ,Egea ,2020,Dizel,7990,120,1598,209000,4.5,3.5,3.9,520.0
Konya,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,27,132,1598,209000,7.3,4.5,5.5,471.0
Istanbul,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,0,95,999,209000,5.7,4.0,4.6,351.0
Antalya,Ford ,1.5 TDCi Trend X  ,Focus ,2017,Dizel,47000,120,1499,209000,4.7,3.9,4.2,421.0
Istanbul,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,15000,132,1598,209000,7.3,4.5,5.5,471.0
Istanbul,Seat ,1.2 TSI Style ,Leon ,2017,Benzin,42500,110,1197,209000,6.1,4.2,4.9,380.0
Ankara,Fiat ,1.6 Multijet Easy  ,Egea ,2020,Dizel,8890,120,1598,209000,4.5,3.5,3.9,520.0
Istanbul,Opel ,1.6 CDTI Elite ,Astra ,2017,Dizel,36600,136,1598,209000,6.4,4.3,5.1,420.0
Istanbul,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,73,95,999,209000,5.7,4.0,4.6,351.0
Gaziantep,Opel ,1.2 Edition ,Corsa ,2020,Benzin,10,100,1199,209000,nan,,,
Ankara,Renault ,1.5 dCi Touch ,Megane ,2017,Dizel,26000,110,1461,209000,4.2,3.6,3.8,503.0
Istanbul,Fiat ,1.6 Multijet Mirror ,Egea ,2019,Dizel,17300,120,1598,209000,4.4,3.3,3.8,440.0
Adana,Skoda ,2.0 TDI Elegance ,Superb ,2012,Dizel,302,170,1968,209000,7.8,5.1,6.1,565.0
Gaziantep,Volkswagen ,1.2 TSI Comfortline ,Golf ,2015,Benzin,31000,105,1197,205000,5.6,4.4,4.8,380.0
Ankara,Opel ,1.6 CDTI Design ,Astra ,2017,Dizel,32000,136,1598,209000,6.4,4.3,5.1,420.0
Istanbul,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,40,63.0,1300,209000,nan,,,
Adana,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,0,132,1598,209000,7.3,4.5,5.5,471.0
Istanbul,Toyota ,1.4 D-4D Advance ,Corolla ,2017,Dizel,35000,90,1364,209000,4.9,3.7,4.1,452.0
Istanbul,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,15000,132,1598,209000,7.3,4.5,5.5,471.0
Istanbul,Toyota ,1.6 Vision ,Corolla ,2019,Benzin,9800,132,1598,209000,7.3,4.5,5.5,471.0
Ankara,Renault ,1.0 TCe Icon ,Clio ,2020,Benzin,50,100,999,208500,6.3,4.1,5.0,391.0
Osmaniye,Toyota ,1.6 Vision ,Corolla ,2019,Benzin,5600,132,1598,209000,7.3,4.5,5.5,471.0
Afyonkarahisar,Seat ,1.6 TDI CR Style ,Leon ,2013,Dizel,34000,105,1598,209000,4.7,3.4,3.9,380.0
Izmir,Fiat ,1.6 Multijet Urban Plus ,Egea ,2020,Dizel,11000,120,1598,209000,4.5,3.5,3.9,520.0
Ankara,Renault ,1.3 TCe Joy ,Megane ,2020,Benzin,12268,140,1332,209000,7.0,5.1,5.7,503.0
Izmir,Opel ,1.2 Edition ,Corsa ,2020,Benzin,0,100,1199,209000,nan,,,
Istanbul,Hyundai ,1.4 MPI Elite ,i20 ,2020,Benzin,1,100,1368,209000,7.8,5.1,6.1,352.0
Ankara,Honda ,1.6i VTEC Eco Elegance ,Civic ,2015,Benzin & LPG,38700,125,1598,209000,9.5,5.1,6.7,440.0
Igdir,Toyota ,1.6 Premium ,Corolla ,2015,Benzin & LPG,25250,132,1598,209000,7.8,5.2,6.1,452.0
Ankara,Opel ,1.4 T Edition Plus ,Astra ,2020,Benzin,6070,140,1364,209000,8.5,5.6,6.7,460.0
Istanbul,Toyota ,1.6 Vision ,Corolla ,2020,Benzin,3700,132,1598,209000,7.3,4.5,5.5,471.0
Mugla,Toyota ,1.6 Vision ,Corolla ,2019,Benzin,7000,132,1598,209000,7.3,4.5,5.5,471.0
Izmir,Toyota ,1.4 D-4D Touch ,Corolla ,2018,Dizel,45000,90,1364,209000,4.9,3.7,4.1,452.0
Bursa,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,416,95,999,209000,5.7,4.0,4.6,351.0
Adana,Renault ,1.3 TCe RS Line ,Clio ,2020,Benzin,4000,130,1332,209000,6.7,4.3,5.2,391.0
Denizli,Renault ,1.2 TCe Touch ,Megane ,2018,Benzin,19000,130,1198,209000,6.8,4.7,5.4,503.0
Bursa,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,24,95,999,209000,5.7,4.0,4.6,351.0
Bursa,Hyundai ,1.4 MPI Style  ,i20 ,2020,Benzin,0,100,1368,209000,8.5,5.1,6.4,301.0
Izmir,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,0,95,999,209000,5.7,4.0,4.6,351.0
Istanbul,Renault ,1.5 dCi Icon ,Clio ,2019,Dizel,15400,90,1461,209000,4.3,3.3,3.7,300.0
Zonguldak,Toyota ,1.6 Advance ,Corolla ,2017,Benzin & LPG,20000,132,1598,209000,7.8,5.2,6.1,452.0
Izmir,Volkswagen ,1.0 TSI Comfortline ,Polo ,2020,Benzin,299,95,999,209000,5.7,4.0,4.6,351.0
